.draw,method,effect,estimate
2317,brms posterior,Controlled direct effect,2.1035599189143115
2317,brms posterior,Indirect effect,4.117269483763221
3542,brms posterior,Total effect,6.56732589401994
3542,brms posterior,Controlled direct effect,2.3156459961281413
3542,brms posterior,Indirect effect,4.251679897891799
125,brms posterior,Total effect,5.013024199112204
125,brms posterior,Controlled direct effect,2.238506612473749
125,brms posterior,Indirect effect,2.7745175866384546
2058,brms posterior,Total effect,5.150075324733228
2058,brms posterior,Controlled direct effect,1.9909551971738388
2058,brms posterior,Indirect effect,3.1591201275593894
1813,brms posterior,Total effect,5.898057288953702
1813,brms posterior,Controlled direct effect,1.9904080425448436
1813,brms posterior,Indirect effect,3.907649246408859
3147,brms posterior,Total effect,5.7177294346856264
3147,brms posterior,Controlled direct effect,2.459408799716549
3147,brms posterior,Indirect effect,3.2583206349690776
1222,brms posterior,Total effect,6.12187248422381
1222,brms posterior,Controlled direct effect,1.7553449163242538
1222,brms posterior,Indirect effect,4.366527567899556
117,brms posterior,Total effect,7.362668872326237
117,brms posterior,Controlled direct effect,1.969522562836043
117,brms posterior,Indirect effect,5.393146309490194
3099,brms posterior,Total effect,6.8628287917746364
3099,brms posterior,Controlled direct effect,2.3847378780717245
3099,brms posterior,Indirect effect,4.478090913702912
1755,brms posterior,Total effect,6.213733202904251
1755,brms posterior,Controlled direct effect,2.221692804781636
1755,brms posterior,Indirect effect,3.992040398122615
1977,brms posterior,Total effect,6.877218631612603
1977,brms posterior,Controlled direct effect,1.6453310932577394
1977,brms posterior,Indirect effect,5.231887538354863
491,brms posterior,Total effect,7.157664914152614
491,brms posterior,Controlled direct effect,2.7269966343805128
491,brms posterior,Indirect effect,4.430668279772101
1606,brms posterior,Total effect,6.298532617260296
1606,brms posterior,Controlled direct effect,2.037916435861429
1606,brms posterior,Indirect effect,4.260616181398867
2750,brms posterior,Total effect,5.944477731322363
2750,brms posterior,Controlled direct effect,2.260091870907698
2750,brms posterior,Indirect effect,3.6843858604146646
2927,brms posterior,Total effect,6.007366608150384
2927,brms posterior,Controlled direct effect,1.5738223358692514
2927,brms posterior,Indirect effect,4.433544272281132
429,brms posterior,Total effect,4.921007566036472
429,brms posterior,Controlled direct effect,2.1887337498189616
429,brms posterior,Indirect effect,2.7322738162175106
3106,brms posterior,Total effect,6.4861195659178605
3106,brms posterior,Controlled direct effect,2.7932147466742796
3106,brms posterior,Indirect effect,3.692904819243581
1684,brms posterior,Total effect,5.71220899094379
1684,brms posterior,Controlled direct effect,2.202363562516153
1684,brms posterior,Indirect effect,3.509845428427637
1616,brms posterior,Total effect,7.032696777863126
1616,brms posterior,Controlled direct effect,1.8905103508065508
1616,brms posterior,Indirect effect,5.142186427056576
2654,brms posterior,Total effect,5.304751713507126
2654,brms posterior,Controlled direct effect,2.307346759392913
2654,brms posterior,Indirect effect,2.997404954114213
3424,brms posterior,Total effect,6.179855349299715
3424,brms posterior,Controlled direct effect,2.1515205163419155
3424,brms posterior,Indirect effect,4.0283348329578
3741,brms posterior,Total effect,6.558498165346444
3741,brms posterior,Controlled direct effect,1.819472510185995
3741,brms posterior,Indirect effect,4.739025655160449
422,brms posterior,Total effect,7.120671034569215
422,brms posterior,Controlled direct effect,2.1087243525292236
422,brms posterior,Indirect effect,5.011946682039991
1876,brms posterior,Total effect,5.542493242362088
1876,brms posterior,Controlled direct effect,2.5708858573171964
1876,brms posterior,Indirect effect,2.9716073850448916
3293,brms posterior,Total effect,6.243713601966249
3293,brms posterior,Controlled direct effect,2.056629572213577
3293,brms posterior,Indirect effect,4.187084029752672
1627,brms posterior,Total effect,4.65429404631282
1627,brms posterior,Controlled direct effect,1.6467717202023213
1627,brms posterior,Indirect effect,3.0075223261104993
2048,brms posterior,Total effect,6.270083955776226
2048,brms posterior,Controlled direct effect,2.2344203123604536
2048,brms posterior,Indirect effect,4.035663643415772
2748,brms posterior,Total effect,5.115370801065416
2748,brms posterior,Controlled direct effect,2.4652100852508463
2748,brms posterior,Indirect effect,2.65016071581457
383,brms posterior,Total effect,5.476187898215898
383,brms posterior,Controlled direct effect,2.125495271993173
383,brms posterior,Indirect effect,3.350692626222725
293,brms posterior,Total effect,5.205104499837509
293,brms posterior,Controlled direct effect,1.7014738905075624
293,brms posterior,Indirect effect,3.5036306093299463
1849,brms posterior,Total effect,6.32554377117293
1849,brms posterior,Controlled direct effect,1.7781134428450511
1849,brms posterior,Indirect effect,4.547430328327879
3396,brms posterior,Total effect,6.75443671678358
3396,brms posterior,Controlled direct effect,2.184693166194617
3396,brms posterior,Indirect effect,4.569743550588964
874,brms posterior,Total effect,5.020212508510273
874,brms posterior,Controlled direct effect,2.1063099301390054
874,brms posterior,Indirect effect,2.9139025783712675
3990,brms posterior,Total effect,6.336851094592933
3990,brms posterior,Controlled direct effect,2.323086216892234
3990,brms posterior,Indirect effect,4.013764877700699
1966,brms posterior,Total effect,7.43717578310371
1966,brms posterior,Controlled direct effect,1.8879011720866599
1966,brms posterior,Indirect effect,5.54927461101705
3614,brms posterior,Total effect,4.636212993743524
3614,brms posterior,Controlled direct effect,2.132196570328805
3614,brms posterior,Indirect effect,2.5040164234147193
3752,brms posterior,Total effect,6.110802624591144
3752,brms posterior,Controlled direct effect,1.9368662601219322
3752,brms posterior,Indirect effect,4.173936364469212
1189,brms posterior,Total effect,5.027128624244133
1189,brms posterior,Controlled direct effect,2.205447643194203
1189,brms posterior,Indirect effect,2.82168098104993
1056,brms posterior,Total effect,5.089984399332547
1056,brms posterior,Controlled direct effect,2.566861706300324
1056,brms posterior,Indirect effect,2.523122693032223
557,brms posterior,Total effect,5.6206790349312445
557,brms posterior,Controlled direct effect,2.4324683125134965
557,brms posterior,Indirect effect,3.188210722417748
1486,brms posterior,Total effect,5.490421768949395
1486,brms posterior,Controlled direct effect,2.306533478369257
1486,brms posterior,Indirect effect,3.1838882905801382
3091,brms posterior,Total effect,5.057234848442703
3091,brms posterior,Controlled direct effect,1.9275501456844097
3091,brms posterior,Indirect effect,3.1296847027582935
1339,brms posterior,Total effect,7.368250412136515
1339,brms posterior,Controlled direct effect,1.963740289944969
1339,brms posterior,Indirect effect,5.404510122191546
1371,brms posterior,Total effect,7.053055198296402
1371,brms posterior,Controlled direct effect,1.61517469850151
1371,brms posterior,Indirect effect,5.4378804997948915
2047,brms posterior,Total effect,5.065434411248112
2047,brms posterior,Controlled direct effect,1.8404265445575636
2047,brms posterior,Indirect effect,3.2250078666905484
583,brms posterior,Total effect,5.541639463802859
583,brms posterior,Controlled direct effect,2.021372567371668
583,brms posterior,Indirect effect,3.5202668964311914
409,brms posterior,Total effect,5.703805839953689
409,brms posterior,Controlled direct effect,2.117565267362329
409,brms posterior,Indirect effect,3.5862405725913598
1382,brms posterior,Total effect,5.386541464011365
1382,brms posterior,Controlled direct effect,1.5040772973764032
1382,brms posterior,Indirect effect,3.8824641666349615
2567,brms posterior,Total effect,6.530876410432437
2567,brms posterior,Controlled direct effect,1.7213648512506512
2567,brms posterior,Indirect effect,4.809511559181786
1891,brms posterior,Total effect,6.420900131692855
1891,brms posterior,Controlled direct effect,2.3258774241033393
1891,brms posterior,Indirect effect,4.095022707589516
2570,brms posterior,Total effect,6.072070578506101
2570,brms posterior,Controlled direct effect,1.8047140908031838
2570,brms posterior,Indirect effect,4.2673564877029175
2011,brms posterior,Total effect,5.998504070911871
2011,brms posterior,Controlled direct effect,1.654829391707879
2011,brms posterior,Indirect effect,4.343674679203992
165,brms posterior,Total effect,5.83719607210724
165,brms posterior,Controlled direct effect,2.232831894653413
165,brms posterior,Indirect effect,3.6043641774538266
3397,brms posterior,Total effect,6.469081707830964
3397,brms posterior,Controlled direct effect,2.239875681481932
3397,brms posterior,Indirect effect,4.229206026349032
3399,brms posterior,Total effect,7.241574114416672
3399,brms posterior,Controlled direct effect,2.082361743966602
3399,brms posterior,Indirect effect,5.15921237045007
186,brms posterior,Total effect,7.455113794577898
186,brms posterior,Controlled direct effect,2.349542658379619
186,brms posterior,Indirect effect,5.105571136198279
1379,brms posterior,Total effect,5.593946209570359
1379,brms posterior,Controlled direct effect,2.1702624792700886
1379,brms posterior,Indirect effect,3.4236837303002705
1974,brms posterior,Total effect,4.2143262660081335
1974,brms posterior,Controlled direct effect,2.3760418892339414
1974,brms posterior,Indirect effect,1.838284376774192
180,brms posterior,Total effect,5.585787923639401
180,brms posterior,Controlled direct effect,1.769875325167101
180,brms posterior,Indirect effect,3.8159125984723
3440,brms posterior,Total effect,4.738850753634734
3440,brms posterior,Controlled direct effect,2.152166095748741
3440,brms posterior,Indirect effect,2.5866846578859932
3935,brms posterior,Total effect,4.029786678712121
3935,brms posterior,Controlled direct effect,1.7354721234268051
3935,brms posterior,Indirect effect,2.2943145552853155
2161,brms posterior,Total effect,6.466198611620964
2161,brms posterior,Controlled direct effect,2.1467825577611706
2161,brms posterior,Indirect effect,4.319416053859793
3436,brms posterior,Total effect,5.069074896713767
3436,brms posterior,Controlled direct effect,1.887873843801047
3436,brms posterior,Indirect effect,3.18120105291272
1528,brms posterior,Total effect,6.052728186191784
1528,brms posterior,Controlled direct effect,2.3538643058075404
1528,brms posterior,Indirect effect,3.6988638803842435
2604,brms posterior,Total effect,5.632533149234508
2604,brms posterior,Controlled direct effect,2.2859999845156906
2604,brms posterior,Indirect effect,3.3465331647188172
3134,brms posterior,Total effect,5.2216455865508316
3134,brms posterior,Controlled direct effect,2.365351215490721
3134,brms posterior,Indirect effect,2.8562943710601107
2893,brms posterior,Total effect,5.74712511882412
2893,brms posterior,Controlled direct effect,2.131784161206502
2893,brms posterior,Indirect effect,3.615340957617618
3398,brms posterior,Total effect,6.037568760105098
3398,brms posterior,Controlled direct effect,2.138379453608861
3398,brms posterior,Indirect effect,3.899189306496237
2412,brms posterior,Total effect,7.077042197131223
2412,brms posterior,Controlled direct effect,2.48240440952047
2412,brms posterior,Indirect effect,4.594637787610753
1223,brms posterior,Total effect,4.793288803328257
1223,brms posterior,Controlled direct effect,2.092923643444586
1223,brms posterior,Indirect effect,2.700365159883671
303,brms posterior,Total effect,6.007047734524356
303,brms posterior,Controlled direct effect,2.0854220766257283
303,brms posterior,Indirect effect,3.9216256578986277
2020,brms posterior,Total effect,6.360483195732953
2020,brms posterior,Controlled direct effect,2.3221321961848855
2020,brms posterior,Indirect effect,4.038350999548067
2913,brms posterior,Total effect,5.144331250912277
2913,brms posterior,Controlled direct effect,2.6404546692084914
2913,brms posterior,Indirect effect,2.5038765817037856
3119,brms posterior,Total effect,5.724104054188396
3119,brms posterior,Controlled direct effect,2.3187388914714093
3119,brms posterior,Indirect effect,3.4053651627169863
3521,brms posterior,Total effect,5.9205236065727345
3521,brms posterior,Controlled direct effect,1.9784423125374189
3521,brms posterior,Indirect effect,3.9420812940353156
1335,brms posterior,Total effect,5.2161316624588565
1335,brms posterior,Controlled direct effect,1.920552328758571
1335,brms posterior,Indirect effect,3.295579333700285
2780,brms posterior,Total effect,4.629176757936401
2780,brms posterior,Controlled direct effect,2.277727447798146
2780,brms posterior,Indirect effect,2.3514493101382548
1945,brms posterior,Total effect,5.7972984471955975
1945,brms posterior,Controlled direct effect,2.288907593989924
1945,brms posterior,Indirect effect,3.5083908532056736
3490,brms posterior,Total effect,6.69521012956848
3490,brms posterior,Controlled direct effect,2.202719635262227
3490,brms posterior,Indirect effect,4.492490494306253
683,brms posterior,Total effect,5.56730806635184
683,brms posterior,Controlled direct effect,2.304965519880124
683,brms posterior,Indirect effect,3.262342546471716
1185,brms posterior,Total effect,5.637041308031232
1185,brms posterior,Controlled direct effect,2.380860334731846
1185,brms posterior,Indirect effect,3.2561809732993856
2726,brms posterior,Total effect,4.551887998064832
2726,brms posterior,Controlled direct effect,2.1375633312814837
2726,brms posterior,Indirect effect,2.4143246667833487
3248,brms posterior,Total effect,6.29301232293722
3248,brms posterior,Controlled direct effect,2.134658441910791
3248,brms posterior,Indirect effect,4.158353881026429
788,brms posterior,Total effect,7.332610603027268
788,brms posterior,Controlled direct effect,2.7387658661712515
788,brms posterior,Indirect effect,4.593844736856017
785,brms posterior,Total effect,6.592942752067994
785,brms posterior,Controlled direct effect,2.1155361478936605
785,brms posterior,Indirect effect,4.477406604174334
1372,brms posterior,Total effect,6.3655086188130365
1372,brms posterior,Controlled direct effect,2.1798670710625014
1372,brms posterior,Indirect effect,4.185641547750535
3999,brms posterior,Total effect,7.005267818198306
3999,brms posterior,Controlled direct effect,2.1737153468939394
3999,brms posterior,Indirect effect,4.8315524713043665
1968,brms posterior,Total effect,6.3874920378304525
1968,brms posterior,Controlled direct effect,2.0885170575951246
1968,brms posterior,Indirect effect,4.298974980235328
1341,brms posterior,Total effect,5.34898509203941
1341,brms posterior,Controlled direct effect,2.219216132429752
1341,brms posterior,Indirect effect,3.129768959609658
3969,brms posterior,Total effect,6.796441993657675
3969,brms posterior,Controlled direct effect,2.023934487113752
3969,brms posterior,Indirect effect,4.772507506543922
1160,brms posterior,Total effect,5.600708595572189
1160,brms posterior,Controlled direct effect,1.8809912799973323
1160,brms posterior,Indirect effect,3.7197173155748566
1948,brms posterior,Total effect,7.030145148810275
1948,brms posterior,Controlled direct effect,1.9761244915437728
1948,brms posterior,Indirect effect,5.054020657266502
3597,brms posterior,Total effect,4.44158488317269
3597,brms posterior,Controlled direct effect,1.679195409920896
3597,brms posterior,Indirect effect,2.762389473251794
2872,brms posterior,Total effect,5.528952387742406
2872,brms posterior,Controlled direct effect,1.9379677936975157
2872,brms posterior,Indirect effect,3.59098459404489
2676,brms posterior,Total effect,5.19013005948833
2676,brms posterior,Controlled direct effect,1.9079564568063694
2676,brms posterior,Indirect effect,3.2821736026819606
3454,brms posterior,Total effect,5.795971803491262
3454,brms posterior,Controlled direct effect,2.024007787518761
3454,brms posterior,Indirect effect,3.7719640159725007
1763,brms posterior,Total effect,5.812349738456385
1763,brms posterior,Controlled direct effect,1.4680056890790132
1763,brms posterior,Indirect effect,4.344344049377372
3502,brms posterior,Total effect,5.43568904425877
3502,brms posterior,Controlled direct effect,1.7360656902879823
3502,brms posterior,Indirect effect,3.6996233539707877
3927,brms posterior,Total effect,5.913343742204118
3927,brms posterior,Controlled direct effect,1.9844266980356116
3927,brms posterior,Indirect effect,3.9289170441685064
210,brms posterior,Total effect,5.692057257185443
210,brms posterior,Controlled direct effect,1.6518371924695772
210,brms posterior,Indirect effect,4.040220064715866
3759,brms posterior,Total effect,4.43776555972561
3759,brms posterior,Controlled direct effect,1.637832584517927
3759,brms posterior,Indirect effect,2.7999329752076827
894,brms posterior,Total effect,6.58043755215
894,brms posterior,Controlled direct effect,2.3623221158196834
894,brms posterior,Indirect effect,4.218115436330317
2191,brms posterior,Total effect,5.355364199137695
2191,brms posterior,Controlled direct effect,2.460369974220848
2191,brms posterior,Indirect effect,2.8949942249168465
696,brms posterior,Total effect,5.398813603250622
696,brms posterior,Controlled direct effect,2.038159280108908
696,brms posterior,Indirect effect,3.3606543231417145
1513,brms posterior,Total effect,6.72478481661966
1513,brms posterior,Controlled direct effect,2.0003932685211043
1513,brms posterior,Indirect effect,4.724391548098556
2533,brms posterior,Total effect,6.5998053818701905
2533,brms posterior,Controlled direct effect,1.8910722409008636
2533,brms posterior,Indirect effect,4.708733140969327
2172,brms posterior,Total effect,6.543928775975179
2172,brms posterior,Controlled direct effect,2.107734527572011
2172,brms posterior,Indirect effect,4.436194248403169
3269,brms posterior,Total effect,4.965472801310867
3269,brms posterior,Controlled direct effect,1.7384617013146046
3269,brms posterior,Indirect effect,3.227011099996262
2727,brms posterior,Total effect,5.953689027528295
2727,brms posterior,Controlled direct effect,1.8853266919559584
2727,brms posterior,Indirect effect,4.068362335572337
539,brms posterior,Total effect,6.12411967766393
539,brms posterior,Controlled direct effect,2.0800057726550762
539,brms posterior,Indirect effect,4.044113905008853
2203,brms posterior,Total effect,5.14805798199558
2203,brms posterior,Controlled direct effect,1.6040527227472163
2203,brms posterior,Indirect effect,3.5440052592483635
3452,brms posterior,Total effect,5.865214863649008
3452,brms posterior,Controlled direct effect,2.2131374789375924
3452,brms posterior,Indirect effect,3.652077384711416
2401,brms posterior,Total effect,5.856010119503728
2401,brms posterior,Controlled direct effect,2.147204118480162
2401,brms posterior,Indirect effect,3.708806001023566
1566,brms posterior,Total effect,5.938835122174011
1566,brms posterior,Controlled direct effect,1.9472147712637942
1566,brms posterior,Indirect effect,3.9916203509102175
661,brms posterior,Total effect,7.707588863279602
661,brms posterior,Controlled direct effect,2.0343604696890782
661,brms posterior,Indirect effect,5.673228393590524
1362,brms posterior,Total effect,5.0140826645788845
1362,brms posterior,Controlled direct effect,2.2501410821273877
1362,brms posterior,Indirect effect,2.763941582451497
2080,brms posterior,Total effect,4.44568747747853
2080,brms posterior,Controlled direct effect,1.4993437324711216
2080,brms posterior,Indirect effect,2.9463437450074084
2103,brms posterior,Total effect,5.964099534202444
2103,brms posterior,Controlled direct effect,2.5137585131740625
2103,brms posterior,Indirect effect,3.4503410210283816
3640,brms posterior,Total effect,6.796156160448072
3640,brms posterior,Controlled direct effect,2.171169312225814
3640,brms posterior,Indirect effect,4.624986848222258
1086,brms posterior,Total effect,4.694405174114733
1086,brms posterior,Controlled direct effect,2.0591479204920646
1086,brms posterior,Indirect effect,2.6352572536226684
3793,brms posterior,Total effect,4.508230397851056
3793,brms posterior,Controlled direct effect,2.2121413316507414
3793,brms posterior,Indirect effect,2.296089066200315
890,brms posterior,Total effect,5.009492403610363
890,brms posterior,Controlled direct effect,1.9479485481586536
890,brms posterior,Indirect effect,3.061543855451709
14,brms posterior,Total effect,5.26197157346435
14,brms posterior,Controlled direct effect,1.9641975612874027
14,brms posterior,Indirect effect,3.297774012176947
3324,brms posterior,Total effect,6.442228489256742
3324,brms posterior,Controlled direct effect,2.4692099902488946
3324,brms posterior,Indirect effect,3.973018499007847
3376,brms posterior,Total effect,7.100677048089088
3376,brms posterior,Controlled direct effect,2.5176284275789143
3376,brms posterior,Indirect effect,4.583048620510175
1848,brms posterior,Total effect,7.271922463322017
1848,brms posterior,Controlled direct effect,2.502440582152688
1848,brms posterior,Indirect effect,4.769481881169329
1449,brms posterior,Total effect,5.458804451703527
1449,brms posterior,Controlled direct effect,2.312899369434719
1449,brms posterior,Indirect effect,3.1459050822688077
1729,brms posterior,Total effect,5.026303551536584
1729,brms posterior,Controlled direct effect,1.5904798136535583
1729,brms posterior,Indirect effect,3.435823737883026
3130,brms posterior,Total effect,6.0003392585126
3130,brms posterior,Controlled direct effect,1.815026703334445
3130,brms posterior,Indirect effect,4.185312555178156
2549,brms posterior,Total effect,6.889327617234235
2549,brms posterior,Controlled direct effect,2.6805049122483875
2549,brms posterior,Indirect effect,4.208822704985847
3367,brms posterior,Total effect,7.924153348852637
3367,brms posterior,Controlled direct effect,1.7787171917655646
3367,brms posterior,Indirect effect,6.145436157087072
1721,brms posterior,Total effect,5.374869277716027
1721,brms posterior,Controlled direct effect,2.0066459866333854
1721,brms posterior,Indirect effect,3.368223291082642
3615,brms posterior,Total effect,5.075637690577879
3615,brms posterior,Controlled direct effect,2.3079411590322136
3615,brms posterior,Indirect effect,2.767696531545665
1949,brms posterior,Total effect,4.123268961749459
1949,brms posterior,Controlled direct effect,2.2910092726671354
1949,brms posterior,Indirect effect,1.8322596890823237
1259,brms posterior,Total effect,6.030626577857401
1259,brms posterior,Controlled direct effect,1.8141315489244265
1259,brms posterior,Indirect effect,4.216495028932974
1364,brms posterior,Total effect,5.25394615331331
1364,brms posterior,Controlled direct effect,1.9434156231218551
1364,brms posterior,Indirect effect,3.3105305301914543
3202,brms posterior,Total effect,4.756005899488299
3202,brms posterior,Controlled direct effect,1.9383347537918179
3202,brms posterior,Indirect effect,2.8176711456964814
67,brms posterior,Total effect,5.734002304582762
67,brms posterior,Controlled direct effect,1.805607785210368
67,brms posterior,Indirect effect,3.928394519372394
3890,brms posterior,Total effect,3.581195665012725
3890,brms posterior,Controlled direct effect,2.0199288936625006
3890,brms posterior,Indirect effect,1.5612667713502244
2276,brms posterior,Total effect,4.905441873248575
2276,brms posterior,Controlled direct effect,1.5976465023701134
2276,brms posterior,Indirect effect,3.3077953708784618
