"id","year","month","decimallatitude","decimallongitude","sex","moistclimond","radclimond","temp","precipbioclim","pevapotranaotb","evapotransaotb","rhaotb","loc1","loc2","loc3","loc4","sample_age","pc.climate","pc1","pc2"
"UMMZ166651",1915,4,32.8,-114.5333333,"male",0.128724351525307,199.28840637207,23.1944580078125,79,102.895202636719,5.3914999961853,38,0.416736473853345,0.211078238387379,0.101256628688285,0.11183396435875,97,1.35996895901391,1.35996895901391,-1.03967979517585
"SDMNH43144",1984,7,33.0079437,-117.264462,"male",0.36519193649292,173.559921264648,16.876781463623,302,70.7744979858398,23.1053009033203,67,0.36317544551563,0.120668676599474,0.0686949547180835,0.0694916330704061,28,0.50710049813401,0.507100498134008,-0.568458713329795
"UCLA42573",1970,5,33.058088,-115.501209,"male",0.119632378220558,189.694137573242,22.7742404937744,59,104.59220123291,5.88700008392334,43,0.395740277534326,0.184704747297692,0.0897359100204498,0.0982589687408705,42,1.22991356594212,1.22991356594212,-0.947359422348452
"MVZ9219",1909,5,33.0767,-111.7386,"male",0.231177285313606,191.947448730469,21.0484924316406,228,97.6934967041016,16.9871997833252,37,0.294580280455741,0.105895734735612,0.122876877008472,0.126108808063103,103,1.22541177914423,1.22541177914423,-0.955833907999613
"MVZ9220",1909,5,33.0767,-111.7386,"female",0.231177285313606,191.947448730469,21.0484924316406,228,97.6934967041016,16.9871997833252,37,0.310248583114227,0.151747399941572,0.0887971516213848,0.105489255039439,103,1.22541177914423,1.22541177914423,-0.955833907999613
"MVZ9217",1909,5,33.0767,-111.7386,"female",0.231177285313606,191.947448730469,21.0484924316406,228,97.6934967041016,16.9871997833252,37,0.311886421267893,0.177071758691207,0.0932469412795793,0.106436660823839,103,1.22541177914423,1.22541177914423,-0.955833907999613
"MVZ9218",1909,5,33.0767,-111.7386,"female",0.231177285313606,191.947448730469,21.0484924316406,228,97.6934967041016,16.9871997833252,37,0.331339643587496,0.188739564709319,0.108821007887818,0.111973660531697,103,1.22541177914423,1.22541177914423,-0.955833907999613
"CAS51677",1884,3,33.1466,-116.6001,"male",0.558436453342438,178.283386230469,13.542405128479,698,62.8876991271973,26.8747005462646,60,0.330300026292726,0.116896716330704,0.0725224802804557,0.0714419894829098,128,0.442184054172433,0.44218405417243,-0.50725588000529
"CAS51690",1884,3,33.1466,-116.6001,"male",0.558436453342438,178.283386230469,13.542405128479,698,62.8876991271973,26.8747005462646,60,0.319372746129126,0.12294672801636,0.0796239935728893,0.0703629769208297,128,0.442184054172433,0.44218405417243,-0.50725588000529
"CAS51688",1884,3,33.1466,-116.6001,"male",0.558436453342438,178.283386230469,13.542405128479,698,62.8876991271973,26.8747005462646,60,0.320130146070698,0.135323692667251,0.0704224715162138,0.0675573181419807,128,0.442184054172433,0.44218405417243,-0.50725588000529
"MVZ71791",1937,5,33.1714,-115.5697,"female",0.120214998722076,189.190246582031,23.0328636169434,61,104.59220123291,5.88700008392334,43,0.269971986561496,0.0880511130587203,0.0962509085597429,0.1156262342974,75,1.22991356594212,1.22991356594212,-0.947359422348452
"MVZ71799",1937,5,33.1714,-115.5697,"female",0.120214998722076,189.190246582031,23.0328636169434,61,104.59220123291,5.88700008392334,43,0.315789316389132,0.0968205200116857,0.0788072684779433,0.0975612854221443,75,1.22991356594212,1.22991356594212,-0.947359422348452
"MVZ71782",1937,5,33.1714,-115.5697,"male",0.120214998722076,189.190246582031,23.0328636169434,61,104.59220123291,5.88700008392334,43,0.345723234005259,0.0987033041191937,0.110868358165352,0.121760496640374,75,1.22991356594212,1.22991356594212,-0.947359422348452
"MVZ71783",1937,5,33.1714,-115.5697,"female",0.120214998722076,189.190246582031,23.0328636169434,61,104.59220123291,5.88700008392334,43,0.31770111305872,0.103470809231668,0.0911562255331581,0.0948632281624307,75,1.22991356594212,1.22991356594212,-0.947359422348452
"MVZ71790",1937,5,33.1714,-115.5697,"male",0.120214998722076,189.190246582031,23.0328636169434,61,104.59220123291,5.88700008392334,43,0.349529430324277,0.111948101080923,0.0854635612036226,0.0869182208588957,75,1.22991356594212,1.22991356594212,-0.947359422348452
"MVZ71800",1937,5,33.1714,-115.5697,"male",0.120214998722076,189.190246582031,23.0328636169434,61,104.59220123291,5.88700008392334,43,0.247717522640958,0.136923704352907,0.0966691936897459,0.099930333041192,75,1.22991356594212,1.22991356594212,-0.947359422348452
"MVZ71788",1937,5,33.1714,-115.5697,"male",0.120214998722076,189.190246582031,23.0328636169434,61,104.59220123291,5.88700008392334,43,0.367422278702892,0.139413295354952,0.0986641308793456,0.0717173064563249,75,1.22991356594212,1.22991356594212,-0.947359422348452
"MVZ71792",1937,5,33.1714,-115.5697,"male",0.120214998722076,189.190246582031,23.0328636169434,61,104.59220123291,5.88700008392334,43,0.31908249780894,0.149467043529068,0.0961816914986854,0.0868377563540754,75,1.22991356594212,1.22991356594212,-0.947359422348452
"MVZ71801",1937,5,33.1714,-115.5697,"male",0.120214998722076,189.190246582031,23.0328636169434,61,104.59220123291,5.88700008392334,43,0.349583797838154,0.161990736196319,0.107774913818288,0.101320233713117,75,1.22991356594212,1.22991356594212,-0.947359422348452
"SDMNH45805",1989,4,33.384018,-112.258998,"male",0.201146006584167,192.996139526367,21.5221042633057,171,80.524299621582,15.7519998550415,37,0.310359772129711,0.128551057551855,0.0899984662576687,0.0824301168565586,23,1.13145569439064,1.13145569439064,-1.05944094147273
